New Name                         Original Name
===============================================================================
  No methods

android.support.v7.internal.view.SupportMenuInflater     (eu.siacs.conversations.voicerecorder.eval__b)
===============================================================================
  f        static access$200()
  f        private findRealOwner(java.lang.Object)
  j        static access$500()
  j        static access$300(android.support.v7.internal.view.SupportMenuInflater)
  l        private parseMenu(org.xmlpull.v1.XmlPullParser,android.util.AttributeSet,android.view.Menu)
  s        static access$100(android.support.v7.internal.view.SupportMenuInflater)
  v        static access$400(android.support.v7.internal.view.SupportMenuInflater)
  z        private getRealOwner()
  z        static access$600(android.support.v7.internal.view.SupportMenuInflater)
  inflate  public inflate(int,android.view.Menu)

android.support.v7.internal.view.SupportMenuInflater$InflatedOnMenuItemClickListener     (eu.siacs.conversations.voicerecorder.eval__b$o)
===============================================================================
  onMenuItemClick  public onMenuItemClick(android.view.MenuItem)

android.support.v7.internal.view.SupportMenuInflater$MenuState   (eu.siacs.conversations.voicerecorder.eval__b$c)
===============================================================================
  c    public addItem()
  c    private getShortcut(java.lang.String)
  c    private newInstance(java.lang.String,java.lang.Class[],java.lang.Object[])
  e    public readItem(android.util.AttributeSet)
  q    public readGroup(android.util.AttributeSet)
  q    private setItem(android.view.MenuItem)
  t    public addSubMenuItem()
  u    public resetGroup()
  x    static access$000(android.support.v7.internal.view.SupportMenuInflater$MenuState)
  z    public hasAddedItem()

android.support.v7.internal.view.SupportMenuInflater$ParseException      (eu.siacs.conversations.voicerecorder.eval_k2)
===============================================================================
  No methods

android.support.v7.internal.view.ViewPropertyAnimatorCompatSet   (eu.siacs.conversations.voicerecorder.eval_um)
===============================================================================
  c        public cancel()
  c        public play(android.support.v4.view.ViewPropertyAnimatorCompat)
  c        static access$000(android.support.v7.internal.view.ViewPropertyAnimatorCompatSet)
  eval_l   public setListener(android.support.v4.view.ViewPropertyAnimatorListener)
  f        static access$100(android.support.v7.internal.view.ViewPropertyAnimatorCompatSet)
  h        public setInterpolator(android.view.animation.Interpolator)
  p        private onAnimationsEnded()
  p        public setDuration(long)
  s        public start()
  z        static access$200(android.support.v7.internal.view.ViewPropertyAnimatorCompatSet)

android.support.v7.internal.view.ViewPropertyAnimatorCompatSet$1 (eu.siacs.conversations.voicerecorder.eval_um$1)
===============================================================================
  i    onEnd()
  k    public onAnimationStart(android.view.View)
  n    public onAnimationEnd(android.view.View)

android.support.v7.internal.view.ViewPropertyAnimatorCompatSet$ParseException    (eu.siacs.conversations.voicerecorder.eval_v_)
===============================================================================
  No methods

android.support.v7.internal.view.WindowCallbackWrapper   (eu.siacs.conversations.voicerecorder.eval_ux)
===============================================================================
  dispatchGenericMotionEvent       public dispatchGenericMotionEvent(android.view.MotionEvent)
  dispatchKeyEvent                 public dispatchKeyEvent(android.view.KeyEvent)
  dispatchKeyShortcutEvent         public dispatchKeyShortcutEvent(android.view.KeyEvent)
  dispatchPopulateAccessibilityEvent   public dispatchPopulateAccessibilityEvent(android.view.accessibility.AccessibilityEvent)
  dispatchTouchEvent               public dispatchTouchEvent(android.view.MotionEvent)
  dispatchTrackballEvent           public dispatchTrackballEvent(android.view.MotionEvent)
  onActionModeFinished             public onActionModeFinished(android.view.ActionMode)
  onActionModeStarted              public onActionModeStarted(android.view.ActionMode)
  onAttachedToWindow               public onAttachedToWindow()
  onContentChanged                 public onContentChanged()
  onCreatePanelMenu                public onCreatePanelMenu(int,android.view.Menu)
  onCreatePanelView                public onCreatePanelView(int)
  onDetachedFromWindow             public onDetachedFromWindow()
  onMenuItemSelected               public onMenuItemSelected(int,android.view.MenuItem)
  onMenuOpened                     public onMenuOpened(int,android.view.Menu)
  onPanelClosed                    public onPanelClosed(int,android.view.Menu)
  onPreparePanel                   public onPreparePanel(int,android.view.View,android.view.Menu)
  onSearchRequested                public onSearchRequested()
  onWindowAttributesChanged        public onWindowAttributesChanged(android.view.WindowManager$LayoutParams)
  onWindowFocusChanged             public onWindowFocusChanged(boolean)
  onWindowStartingActionMode       public onWindowStartingActionMode(android.view.ActionMode$Callback)

android.support.v7.internal.view.WindowCallbackWrapper$Exception (eu.siacs.conversations.voicerecorder.eval_m7)
===============================================================================
  No methods

android.support.v7.internal.view.menu.ActionMenuItem     (eu.siacs.conversations.voicerecorder.eval_ka)
===============================================================================
  c                            public getSupportActionProvider()
  d                            public setExclusiveCheckable(boolean)
  f                            public setSupportOnActionExpandListener(android.support.v4.view.MenuItemCompat$OnActionExpandListener)
  o                            public setSupportActionProvider(android.support.v4.view.ActionProvider)
  r                            public invoke()
  setActionView                public setActionView(android.view.View)
  setActionView                public setActionView(int)
  setShowAsActionFlags         public setShowAsActionFlags(int)
  collapseActionView           public collapseActionView()
  expandActionView             public expandActionView()
  getActionProvider            public getActionProvider()
  getActionView                public getActionView()
  getAlphabeticShortcut        public getAlphabeticShortcut()
  getGroupId                   public getGroupId()
  getIcon                      public getIcon()
  getIntent                    public getIntent()
  getItemId                    public getItemId()
  getMenuInfo                  public getMenuInfo()
  getNumericShortcut           public getNumericShortcut()
  getOrder                     public getOrder()
  getSubMenu                   public getSubMenu()
  getTitle                     public getTitle()
  getTitleCondensed            public getTitleCondensed()
  hasSubMenu                   public hasSubMenu()
  isActionViewExpanded         public isActionViewExpanded()
  isCheckable                  public isCheckable()
  isChecked                    public isChecked()
  isEnabled                    public isEnabled()
  isVisible                    public isVisible()
  setActionProvider            public setActionProvider(android.view.ActionProvider)
  setActionView                public volatile setActionView(android.view.View)
  setActionView                public volatile setActionView(int)
  setAlphabeticShortcut        public setAlphabeticShortcut(char)
  setCheckable                 public setCheckable(boolean)
  setChecked                   public setChecked(boolean)
  setEnabled                   public setEnabled(boolean)
  setIcon                      public setIcon(android.graphics.drawable.Drawable)
  setIcon                      public setIcon(int)
  setIntent                    public setIntent(android.content.Intent)
  setNumericShortcut           public setNumericShortcut(char)
  setOnActionExpandListener    public setOnActionExpandListener(android.view.MenuItem$OnActionExpandListener)
  setOnMenuItemClickListener   public setOnMenuItemClickListener(android.view.MenuItem$OnMenuItemClickListener)
  setShortcut                  public setShortcut(char,char)
  setShowAsAction              public setShowAsAction(int)
  setShowAsActionFlags         public volatile setShowAsActionFlags(int)
  setTitle                     public setTitle(int)
  setTitle                     public setTitle(java.lang.CharSequence)
  setTitleCondensed            public setTitleCondensed(java.lang.CharSequence)
  setVisible                   public setVisible(boolean)

android.support.v7.internal.view.menu.ActionMenuItem$ParseException      (eu.siacs.conversations.voicerecorder.eval_m4)
===============================================================================
  No methods

android.support.v7.internal.view.menu.ActionMenuItemView (eu.siacs.conversations.voicerecorder.eval_uz)
===============================================================================
  d                        private updateTextButtonVisibility()
  e                        static access$200(android.support.v7.internal.view.menu.ActionMenuItemView)
  eval_u                   public setChecked(boolean)
  f                        public setIcon(android.graphics.drawable.Drawable)
  g                        public needsDividerBefore()
  g                        public setPopupCallback(android.support.v7.internal.view.menu.ActionMenuItemView$PopupCallback)
  k                        public setCheckable(boolean)
  l                        public prefersCondensedTitle()
  l                        public setShortcut(boolean,char)
  o                        public initialize(android.support.v7.internal.view.menu.MenuItemImpl,int)
  p                        public getItemData()
  q                        public hasText()
  q                        static access$000(android.support.v7.internal.view.menu.ActionMenuItemView)
  u                        public showsIcon()
  u                        static access$100(android.support.v7.internal.view.menu.ActionMenuItemView)
  v                        public setItemInvoker(android.support.v7.internal.view.menu.MenuBuilder$ItemInvoker)
  v                        public setExpandedFormat(boolean)
  v                        public setTitle(java.lang.CharSequence)
  x                        public needsDividerAfter()
  onClick                  public onClick(android.view.View)
  onConfigurationChanged   public onConfigurationChanged(android.content.res.Configuration)
  onLongClick              public onLongClick(android.view.View)
  onMeasure                protected onMeasure(int,int)
  onTouchEvent             public onTouchEvent(android.view.MotionEvent)
  setPadding               public setPadding(int,int,int,int)

android.support.v7.internal.view.menu.ActionMenuItemView$ActionMenuItemForwardingListener        (eu.siacs.conversations.voicerecorder.eval_uz$u)
===============================================================================
  b    protected onForwardingStopped()
  c    protected onForwardingStarted()
  j    public getPopup()

android.support.v7.internal.view.menu.ActionMenuItemView$ArrayOutOfBoundsException       (eu.siacs.conversations.voicerecorder.eval_bz)
===============================================================================
  No methods

android.support.v7.internal.view.menu.ActionMenuItemView$PopupCallback   (eu.siacs.conversations.voicerecorder.eval_uz$a)
===============================================================================
  b    public abstract getPopup()

android.support.v7.internal.view.menu.BaseMenuPresenter  (eu.siacs.conversations.voicerecorder.eval_et)
===============================================================================
  b        public setCallback(android.support.v7.internal.view.menu.MenuPresenter$Callback)
  c        public getId()
  e        public onSubMenuSelected(android.support.v7.internal.view.menu.SubMenuBuilder)
  eval_i   public collapseItemActionView(android.support.v7.internal.view.menu.MenuBuilder,android.support.v7.internal.view.menu.MenuItemImpl)
  g        public updateMenuView(boolean)
  j        public flagActionItems()
  j        public onCloseMenu(android.support.v7.internal.view.menu.MenuBuilder,boolean)
  l        public expandItemActionView(android.support.v7.internal.view.menu.MenuBuilder,android.support.v7.internal.view.menu.MenuItemImpl)
  l        public getMenuView(android.view.ViewGroup)
  m        protected filterLeftoverView(android.view.ViewGroup,int)
  o        protected addItemView(android.view.View,int)
  p        public initForMenu(android.content.Context,android.support.v7.internal.view.menu.MenuBuilder)
  q        public createItemView(android.view.ViewGroup)
  s        public abstract bindItemView(android.support.v7.internal.view.menu.MenuItemImpl,android.support.v7.internal.view.menu.MenuView$ItemView)
  s        public getItemView(android.support.v7.internal.view.menu.MenuItemImpl,android.view.View,android.view.ViewGroup)
  v        public getCallback()
  y        public shouldIncludeItem(int,android.support.v7.internal.view.menu.MenuItemImpl)
  z        public setId(int)

android.support.v7.internal.view.menu.BaseMenuPresenter$NullPointerException     (eu.siacs.conversations.voicerecorder.eval_fx)
===============================================================================
  No methods

android.support.v7.internal.view.menu.BaseMenuWrapper    (eu.siacs.conversations.voicerecorder.eval_yt)
===============================================================================
  d    final internalRemoveGroup(int)
  p    final getMenuItemWrapper(android.view.MenuItem)
  r    final internalRemoveItem(int)
  s    final internalClear()
  z    final getSubMenuWrapper(android.view.SubMenu)

android.support.v7.internal.view.menu.BaseMenuWrapper$IOException        (eu.siacs.conversations.voicerecorder.eval_jd)
===============================================================================
  No methods

android.support.v7.internal.view.menu.BaseWrapper        (eu.siacs.conversations.voicerecorder.eval_dn)
===============================================================================
  eval__   public getWrappedObject()

android.support.v7.internal.view.menu.BaseWrapper$Exception      (eu.siacs.conversations.voicerecorder.eval_vl)
===============================================================================
  No methods

android.support.v7.internal.view.menu.ExpandedMenuView   (eu.siacs.conversations.voicerecorder.eval_c4)
===============================================================================
  f                    public invokeItem(android.support.v7.internal.view.menu.MenuItemImpl)
  i                    public getWindowAnimations()
  w                    public initialize(android.support.v7.internal.view.menu.MenuBuilder)
  onDetachedFromWindow protected onDetachedFromWindow()
  onItemClick          public onItemClick(android.widget.AdapterView,android.view.View,int,long)

android.support.v7.internal.view.menu.ExpandedMenuView$Exception (eu.siacs.conversations.voicerecorder.eval_d4)
===============================================================================
  No methods

android.support.v7.internal.view.menu.ListMenuItemView   (eu.siacs.conversations.voicerecorder.eval_jk)
===============================================================================
  b                private getInflater()
  eval_p           private insertRadioButton()
  eval_u           public setChecked(boolean)
  f                public setIcon(android.graphics.drawable.Drawable)
  k                public setCheckable(boolean)
  l                public prefersCondensedTitle()
  l                public setShortcut(boolean,char)
  n                public setForceShowIcon(boolean)
  o                public initialize(android.support.v7.internal.view.menu.MenuItemImpl,int)
  p                public getItemData()
  r                private insertIconView()
  s                private insertCheckBox()
  u                public showsIcon()
  v                public setTitle(java.lang.CharSequence)
  onFinishInflate  protected onFinishInflate()
  onMeasure        protected onMeasure(int,int)

android.support.v7.internal.view.menu.ListMenuItemView$Exception (eu.siacs.conversations.voicerecorder.eval_lr)
===============================================================================
  No methods

android.support.v7.internal.view.menu.ListMenuPresenter  (eu.siacs.conversations.voicerecorder.eval_n0)
===============================================================================
  b            public getAdapter()
  b            public setCallback(android.support.v7.internal.view.menu.MenuPresenter$Callback)
  c            public getId()
  e            getItemIndexOffset()
  e            public onSubMenuSelected(android.support.v7.internal.view.menu.SubMenuBuilder)
  eval__       public onSaveInstanceState()
  eval_i       public collapseItemActionView(android.support.v7.internal.view.menu.MenuBuilder,android.support.v7.internal.view.menu.MenuItemImpl)
  eval_o       public restoreHierarchyState(android.os.Bundle)
  eval_o       public setId(int)
  g            public updateMenuView(boolean)
  h            public onRestoreInstanceState(android.os.Parcelable)
  i            public setItemIndexOffset(int)
  j            public flagActionItems()
  j            public onCloseMenu(android.support.v7.internal.view.menu.MenuBuilder,boolean)
  l            public expandItemActionView(android.support.v7.internal.view.menu.MenuBuilder,android.support.v7.internal.view.menu.MenuItemImpl)
  l            public getMenuView(android.view.ViewGroup)
  p            public initForMenu(android.content.Context,android.support.v7.internal.view.menu.MenuBuilder)
  u            public saveHierarchyState(android.os.Bundle)
  u            static access$000(android.support.v7.internal.view.menu.ListMenuPresenter)
  onItemClick  public onItemClick(android.widget.AdapterView,android.view.View,int,long)

android.support.v7.internal.view.menu.ListMenuPresenter$MenuAdapter      (eu.siacs.conversations.voicerecorder.eval_n0$h)
===============================================================================
  getItem              public getItem(int)
  z                    findExpandedIndex()
  getCount             public getCount()
  getItem              public volatile getItem(int)
  getItemId            public getItemId(int)
  getView              public getView(int,android.view.View,android.view.ViewGroup)
  notifyDataSetChanged public notifyDataSetChanged()

android.support.v7.internal.view.menu.ListMenuPresenter$NullPointerException     (eu.siacs.conversations.voicerecorder.eval_l9)
===============================================================================
  No methods

android.support.v7.internal.view.menu.MenuBuilder        (eu.siacs.conversations.voicerecorder.eval_bb)
===============================================================================
  a                        public getContext()
  a                        private addInternal(int,int,int,java.lang.CharSequence)
  b                        public collapseItemActionView(android.support.v7.internal.view.menu.MenuItemImpl)
  c                        protected setHeaderIconInt(int)
  d                        protected getActionViewStatesKey()
  d                        public setShortcutsVisible(boolean)
  d                        findItemsWithShortcutForKey(java.util.List,int,android.view.KeyEvent)
  e                        public restorePresenterStates(android.os.Bundle)
  e                        public removeMenuPresenter(android.support.v7.internal.view.menu.MenuPresenter)
  eval_a                   public stopDispatchingItemsChanged()
  eval_d                   public findItemIndex(int)
  eval_f                   public flagActionItems()
  eval_i                   getOptionalIconsVisible()
  eval_j                   public getRootMenu()
  eval_l                   public getHeaderTitle()
  eval_m                   private dispatchRestoreInstanceState(android.os.Bundle)
  eval_p                   private static getOrdering(int)
  eval_s                   onItemActionRequestChanged(android.support.v7.internal.view.menu.MenuItemImpl)
  eval_u                   public startDispatchingItemsChanged()
  g                        setExclusiveItemChecked(android.view.MenuItem)
  g                        public final close(boolean)
  g                        private setHeaderInternal(int,java.lang.CharSequence,int,android.graphics.drawable.Drawable,android.view.View)
  h                        public getNonActionItems()
  h                        public performItemAction(android.view.MenuItem,android.support.v7.internal.view.menu.MenuPresenter,int)
  h                        public removeItemAt(int)
  i                        public performItemAction(android.view.MenuItem,int)
  i                        private createNewMenuItem(int,int,int,int,java.lang.CharSequence,int)
  i                        private static findInsertIndex(java.util.ArrayList,int)
  k                        public clearAll()
  l                        protected setHeaderIconInt(android.graphics.drawable.Drawable)
  l                        onItemVisibleChanged(android.support.v7.internal.view.menu.MenuItemImpl)
  l                        private setShortcutsVisibleInner(boolean)
  l                        public setDefaultShowAsAction(int)
  m                        public addMenuPresenter(android.support.v7.internal.view.menu.MenuPresenter,android.content.Context)
  n                        public getHeaderIcon()
  n                        public expandItemActionView(android.support.v7.internal.view.menu.MenuItemImpl)
  o                        public setCurrentMenuInfo(android.view.ContextMenu$ContextMenuInfo)
  o                        public findGroupIndex(int)
  p                        public getVisibleItems()
  p                        setOptionalIconsVisible(boolean)
  q                        findItemWithShortcutForKey(int,android.view.KeyEvent)
  q                        private removeItemAtInt(int,boolean)
  q                        protected setHeaderTitleInt(java.lang.CharSequence)
  r                        public saveActionViewStates(android.os.Bundle)
  r                        public setCallback(android.support.v7.internal.view.menu.MenuBuilder$Callback)
  s                        public changeMenuMode()
  s                        protected setHeaderTitleInt(int)
  t                        isQwertyMode()
  t                        public restoreActionViewStates(android.os.Bundle)
  u                        public isShortcutsVisible()
  v                        getResources()
  w                        public getActionItems()
  w                        public savePresenterStates(android.os.Bundle)
  w                        dispatchMenuItemSelected(android.support.v7.internal.view.menu.MenuBuilder,android.view.MenuItem)
  x                        public getExpandedItem()
  x                        private dispatchSubMenuSelected(android.support.v7.internal.view.menu.SubMenuBuilder,android.support.v7.internal.view.menu.MenuPresenter)
  x                        public findGroupIndex(int,int)
  y                        private dispatchSaveInstanceState(android.os.Bundle)
  y                        protected setHeaderViewInt(android.view.View)
  y                        public onItemsChanged(boolean)
  z                        public getHeaderView()
  z                        public addMenuPresenter(android.support.v7.internal.view.menu.MenuPresenter)
  z                        private dispatchPresenterUpdate(boolean)
  add                      public add(int)
  add                      public add(int,int,int,int)
  add                      public add(int,int,int,java.lang.CharSequence)
  add                      public add(java.lang.CharSequence)
  addIntentOptions         public addIntentOptions(int,int,int,android.content.ComponentName,android.content.Intent[],android.content.Intent,int,android.view.MenuItem[])
  addSubMenu               public addSubMenu(int)
  addSubMenu               public addSubMenu(int,int,int,int)
  addSubMenu               public addSubMenu(int,int,int,java.lang.CharSequence)
  addSubMenu               public addSubMenu(java.lang.CharSequence)
  clear                    public clear()
  clearHeader              public clearHeader()
  close                    public close()
  findItem                 public findItem(int)
  getItem                  public getItem(int)
  hasVisibleItems          public hasVisibleItems()
  isShortcutKey            public isShortcutKey(int,android.view.KeyEvent)
  performIdentifierAction  public performIdentifierAction(int,int)
  performShortcut          public performShortcut(int,android.view.KeyEvent,int)
  removeGroup              public removeGroup(int)
  removeItem               public removeItem(int)
  setGroupCheckable        public setGroupCheckable(int,boolean,boolean)
  setGroupEnabled          public setGroupEnabled(int,boolean)
  setGroupVisible          public setGroupVisible(int,boolean)
  setQwertyMode            public setQwertyMode(boolean)
  size                     public size()

android.support.v7.internal.view.menu.MenuBuilder$Callback       (eu.siacs.conversations.voicerecorder.eval_bb$c)
===============================================================================
  b    public abstract onMenuModeChange(android.support.v7.internal.view.menu.MenuBuilder)
  n    public abstract onMenuItemSelected(android.support.v7.internal.view.menu.MenuBuilder,android.view.MenuItem)

android.support.v7.internal.view.menu.MenuBuilder$Exception      (eu.siacs.conversations.voicerecorder.eval_w2)
===============================================================================
  No methods

android.support.v7.internal.view.menu.MenuBuilder$ItemInvoker    (eu.siacs.conversations.voicerecorder.eval_bb$d)
===============================================================================
  f    public abstract invokeItem(android.support.v7.internal.view.menu.MenuItemImpl)

android.support.v7.internal.view.menu.MenuDialogHelper   (eu.siacs.conversations.voicerecorder.eval__z)
===============================================================================
  eval_p       public onCloseMenu(android.support.v7.internal.view.menu.MenuBuilder,boolean)
  g            public show(android.os.IBinder)
  j            public setPresenterCallback(android.support.v7.internal.view.menu.MenuPresenter$Callback)
  l            public dismiss()
  p            public onOpenSubMenu(android.support.v7.internal.view.menu.MenuBuilder)
  onClick      public onClick(android.content.DialogInterface,int)
  onDismiss    public onDismiss(android.content.DialogInterface)
  onKey        public onKey(android.content.DialogInterface,int,android.view.KeyEvent)

android.support.v7.internal.view.menu.MenuDialogHelper$Exception (eu.siacs.conversations.voicerecorder.eval_mx)
===============================================================================
  No methods

android.support.v7.internal.view.menu.MenuItemImpl       (eu.siacs.conversations.voicerecorder.eval_oe)
===============================================================================
  a                            public shouldShowIcon()
  b                            public hasCollapsibleActionView()
  c                            public getSupportActionProvider()
  d                            static access$000(android.support.v7.internal.view.menu.MenuItemImpl)
  eval__                       getCallback()
  eval_b                       public requiresActionButton()
  eval_e                       public showsTextAsAction()
  eval_n                       public isActionButton()
  eval_p                       public isExclusiveCheckable()
  eval_r                       public actionFormatChanged()
  eval_s                       public setIsActionButton(boolean)
  f                            public setSupportOnActionExpandListener(android.support.v4.view.MenuItemCompat$OnActionExpandListener)
  f                            public setCallback(java.lang.Runnable)
  g                            public setActionViewExpanded(boolean)
  j                            setCheckedInt(boolean)
  k                            public getOrdering()
  l                            public requestsActionButton()
  m                            getShortcut()
  o                            shouldShowShortcut()
  o                            public setSupportActionProvider(android.support.v4.view.ActionProvider)
  q                            public setExclusiveCheckable(boolean)
  r                            setSubMenu(android.support.v7.internal.view.menu.SubMenuBuilder)
  r                            setMenuInfo(android.view.ContextMenu$ContextMenuInfo)
  s                            setVisibleInt(boolean)
  setActionView                public setActionView(android.view.View)
  setActionView                public setActionView(int)
  setShowAsActionFlags         public setShowAsActionFlags(int)
  t                            getShortcutLabel()
  v                            public invoke()
  x                            getTitleForItemView(android.support.v7.internal.view.menu.MenuView$ItemView)
  collapseActionView           public collapseActionView()
  expandActionView             public expandActionView()
  getActionProvider            public getActionProvider()
  getActionView                public getActionView()
  getAlphabeticShortcut        public getAlphabeticShortcut()
  getGroupId                   public getGroupId()
  getIcon                      public getIcon()
  getIntent                    public getIntent()
  getItemId                    public getItemId()
  getMenuInfo                  public getMenuInfo()
  getNumericShortcut           public getNumericShortcut()
  getOrder                     public getOrder()
  getSubMenu                   public getSubMenu()
  getTitle                     public getTitle()
  getTitleCondensed            public getTitleCondensed()
  hasSubMenu                   public hasSubMenu()
  isActionViewExpanded         public isActionViewExpanded()
  isCheckable                  public isCheckable()
  isChecked                    public isChecked()
  isEnabled                    public isEnabled()
  isVisible                    public isVisible()
  setActionProvider            public setActionProvider(android.view.ActionProvider)
  setActionView                public volatile setActionView(android.view.View)
  setActionView                public volatile setActionView(int)
  setAlphabeticShortcut        public setAlphabeticShortcut(char)
  setCheckable                 public setCheckable(boolean)
  setChecked                   public setChecked(boolean)
  setEnabled                   public setEnabled(boolean)
  setIcon                      public setIcon(android.graphics.drawable.Drawable)
  setIcon                      public setIcon(int)
  setIntent                    public setIntent(android.content.Intent)
  setNumericShortcut           public setNumericShortcut(char)
  setOnActionExpandListener    public setOnActionExpandListener(android.view.MenuItem$OnActionExpandListener)
  setOnMenuItemClickListener   public setOnMenuItemClickListener(android.view.MenuItem$OnMenuItemClickListener)
  setShortcut                  public setShortcut(char,char)
  setShowAsAction              public setShowAsAction(int)
  setShowAsActionFlags         public volatile setShowAsActionFlags(int)
  setTitle                     public setTitle(int)
  setTitle                     public setTitle(java.lang.CharSequence)
  setTitleCondensed            public setTitleCondensed(java.lang.CharSequence)
  setVisible                   public setVisible(boolean)
  toString                     public toString()

android.support.v7.internal.view.menu.MenuItemImpl$1     (eu.siacs.conversations.voicerecorder.eval_oe$1)
===============================================================================
  z    public onActionProviderVisibilityChanged(boolean)

android.support.v7.internal.view.menu.MenuItemImpl$NullPointerException  (eu.siacs.conversations.voicerecorder.eval_ck)
===============================================================================
  No methods

android.support.v7.internal.view.menu.MenuItemWrapperICS (eu.siacs.conversations.voicerecorder.eval_zl)
===============================================================================
  s                            createActionProviderWrapper(android.view.ActionProvider)
  u                            public setExclusiveCheckable(boolean)
  collapseActionView           public collapseActionView()
  expandActionView             public expandActionView()
  getActionProvider            public getActionProvider()
  getActionView                public getActionView()
  getAlphabeticShortcut        public getAlphabeticShortcut()
  getGroupId                   public getGroupId()
  getIcon                      public getIcon()
  getIntent                    public getIntent()
  getItemId                    public getItemId()
  getMenuInfo                  public getMenuInfo()
  getNumericShortcut           public getNumericShortcut()
  getOrder                     public getOrder()
  getSubMenu                   public getSubMenu()
  getTitle                     public getTitle()
  getTitleCondensed            public getTitleCondensed()
  hasSubMenu                   public hasSubMenu()
  isActionViewExpanded         public isActionViewExpanded()
  isCheckable                  public isCheckable()
  isChecked                    public isChecked()
  isEnabled                    public isEnabled()
  isVisible                    public isVisible()
  setActionProvider            public setActionProvider(android.view.ActionProvider)
  setActionView                public setActionView(android.view.View)
  setActionView                public setActionView(int)
  setAlphabeticShortcut        public setAlphabeticShortcut(char)
  setCheckable                 public setCheckable(boolean)
  setChecked                   public setChecked(boolean)
  setEnabled                   public setEnabled(boolean)
  setIcon                      public setIcon(android.graphics.drawable.Drawable)
  setIcon                      public setIcon(int)
  setIntent                    public setIntent(android.content.Intent)
  setNumericShortcut           public setNumericShortcut(char)
  setOnActionExpandListener    public setOnActionExpandListener(android.view.MenuItem$OnActionExpandListener)
  setOnMenuItemClickListener   public setOnMenuItemClickListener(android.view.MenuItem$OnMenuItemClickListener)
  setShortcut                  public setShortcut(char,char)
  setShowAsAction              public setShowAsAction(int)
  setShowAsActionFlags         public setShowAsActionFlags(int)
  setTitle                     public setTitle(int)
  setTitle                     public setTitle(java.lang.CharSequence)
  setTitleCondensed            public setTitleCondensed(java.lang.CharSequence)
  setVisible                   public setVisible(boolean)

android.support.v7.internal.view.menu.MenuItemWrapperICS$ActionProviderWrapper   (eu.siacs.conversations.voicerecorder.eval_zl$s)
===============================================================================
  eval_s   public hasSubMenu()
  l        public onPrepareSubMenu(android.view.SubMenu)
  p        public onCreateActionView()
  w        public onPerformDefaultAction()

android.support.v7.internal.view.menu.MenuItemWrapperICS$ArrayOutOfBoundsException       (eu.siacs.conversations.voicerecorder.eval_io)
===============================================================================
  No methods

android.support.v7.internal.view.menu.MenuItemWrapperICS$CollapsibleActionViewWrapper    (eu.siacs.conversations.voicerecorder.eval_zl$x)
===============================================================================
  a        getWrappedView()
  eval_z   public onActionViewCollapsed()
  h        public onActionViewExpanded()

android.support.v7.internal.view.menu.MenuItemWrapperICS$OnActionExpandListenerWrapper   (eu.siacs.conversations.voicerecorder.eval_zl$m)
===============================================================================
  n    public onMenuItemActionExpand(android.view.MenuItem)
  u    public onMenuItemActionCollapse(android.view.MenuItem)

android.support.v7.internal.view.menu.MenuItemWrapperICS$OnMenuItemClickListenerWrapper  (eu.siacs.conversations.voicerecorder.eval_zl$eval_o)
===============================================================================
  onMenuItemClick  public onMenuItemClick(android.view.MenuItem)

android.support.v7.internal.view.menu.MenuItemWrapperJB  (eu.siacs.conversations.voicerecorder.eval_t5)
===============================================================================
  s    createActionProviderWrapper(android.view.ActionProvider)

android.support.v7.internal.view.menu.MenuItemWrapperJB$ActionProviderWrapperJB  (eu.siacs.conversations.voicerecorder.eval_t5$g)
===============================================================================
  i                                public overridesItemVisibility()
  k                                public refreshVisibility()
  q                                public isVisible()
  s                                public onCreateActionView(android.view.MenuItem)
  z                                public setVisibilityListener(android.support.v4.view.ActionProvider$VisibilityListener)
  onActionProviderVisibilityChanged    public onActionProviderVisibilityChanged(boolean)

android.support.v7.internal.view.menu.MenuItemWrapperJB$NullPointerException     (eu.siacs.conversations.voicerecorder.eval_tu)
===============================================================================
  No methods

android.support.v7.internal.view.menu.MenuPopupHelper    (eu.siacs.conversations.voicerecorder.eval_ih)
===============================================================================
  b                public setCallback(android.support.v7.internal.view.menu.MenuPresenter$Callback)
  c                public getId()
  e                public onSubMenuSelected(android.support.v7.internal.view.menu.SubMenuBuilder)
  eval__           public onSaveInstanceState()
  eval_b           public dismiss()
  eval_i           public collapseItemActionView(android.support.v7.internal.view.menu.MenuBuilder,android.support.v7.internal.view.menu.MenuItemImpl)
  eval_s           static access$300(android.support.v7.internal.view.menu.MenuPopupHelper)
  f                public getPopup()
  g                public updateMenuView(boolean)
  h                public onRestoreInstanceState(android.os.Parcelable)
  j                public flagActionItems()
  j                public onCloseMenu(android.support.v7.internal.view.menu.MenuBuilder,boolean)
  k                public show()
  l                public expandItemActionView(android.support.v7.internal.view.menu.MenuBuilder,android.support.v7.internal.view.menu.MenuItemImpl)
  l                public getMenuView(android.view.ViewGroup)
  m                public setForceShowIcon(boolean)
  m                public setGravity(int)
  n                public setAnchorView(android.view.View)
  p                public initForMenu(android.content.Context,android.support.v7.internal.view.menu.MenuBuilder)
  p                static access$100(android.support.v7.internal.view.menu.MenuPopupHelper)
  t                public tryShow()
  w                static access$200(android.support.v7.internal.view.menu.MenuPopupHelper)
  x                private measureContentWidth()
